injection_rate,traffic_pattern,0_1,0_2,0_3,0_4,1_1,1_2,1_3,1_4,2_1,2_2,2_3,2_4,3_1,3_2,3_3,3_4,latency
1.0,0.0,0.8666666666666667,0.0,0.5333333333333333,0.13333333333333333,1.0,0.2,0.26666666666666666,0.4666666666666667,0.3333333333333333,0.9333333333333333,0.06666666666666667,0.6666666666666666,0.9230769230769231,0.7857142857142857,0.6428571428571429,0.4,2040.94
1.0,0.0,0.8666666666666667,0.2,0.9333333333333333,0.3333333333333333,0.0,1.0,0.4,0.06666666666666667,0.13333333333333333,0.5333333333333333,0.7333333333333333,0.6666666666666666,0.9230769230769231,0.2857142857142857,0.6428571428571429,0.4666666666666667,2022.75
1.0,0.0,0.4,0.8,0.4666666666666667,0.2,0.3333333333333333,0.8666666666666667,0.7333333333333333,0.9333333333333333,0.13333333333333333,0.6,0.06666666666666667,0.26666666666666666,0.6153846153846154,0.7142857142857143,0.0,1.0,2049.19
1.0,0.0,0.6,0.4,0.8,0.7333333333333333,0.6666666666666666,0.2,1.0,0.9333333333333333,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.8666666666666667,0.6153846153846154,0.07142857142857142,0.0,0.3333333333333333,2042.31
1.0,0.0,0.6,0.6666666666666666,0.26666666666666666,0.4,0.3333333333333333,0.7333333333333333,0.8,0.3333333333333333,0.0,0.2,1.0,0.5333333333333333,1.0,0.5,0.07142857142857142,0.9333333333333333,2038.64
1.0,0.0,0.4,0.0,0.26666666666666666,0.6,0.6666666666666666,0.3333333333333333,0.8666666666666667,0.5333333333333333,0.9333333333333333,0.13333333333333333,0.4666666666666667,1.0,0.23076923076923078,0.8571428571428571,0.07142857142857142,0.7333333333333333,2041.3
1.0,0.0,0.7333333333333333,0.8666666666666667,0.9333333333333333,0.06666666666666667,0.26666666666666666,0.6666666666666666,1.0,0.4666666666666667,0.6,0.2,0.8,0.0,0.46153846153846156,0.14285714285714285,0.35714285714285715,0.5333333333333333,2055.54
1.0,0.0,0.7333333333333333,0.8,0.06666666666666667,0.26666666666666666,0.6,0.13333333333333333,0.6666666666666666,0.5333333333333333,0.0,0.4,1.0,0.8666666666666667,0.5384615384615384,0.21428571428571427,0.35714285714285715,0.9333333333333333,2118.48
1.0,0.0,0.4,0.2,0.8666666666666667,0.9333333333333333,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.5333333333333333,0.6,0.0,0.7333333333333333,0.7692307692307693,0.8571428571428571,0.35714285714285715,1.0,1976.04
1.0,0.0,0.4,1.0,0.5333333333333333,0.3333333333333333,0.9333333333333333,0.26666666666666666,0.13333333333333333,0.6666666666666666,0.8,0.0,0.6,0.8666666666666667,0.23076923076923078,0.07142857142857142,0.7857142857142857,0.4666666666666667,2098.19
0.0,0.0,0.6,0.2,0.6666666666666666,0.13333333333333333,0.8666666666666667,0.5333333333333333,0.8,0.4666666666666667,0.7333333333333333,0.06666666666666667,0.3333333333333333,0.0,0.3076923076923077,0.42857142857142855,1.0,1.0,8.66
0.0,0.0,0.8,0.2,0.06666666666666667,0.4666666666666667,0.0,0.3333333333333333,0.8666666666666667,0.13333333333333333,0.6666666666666666,1.0,0.6,0.7333333333333333,0.6153846153846154,0.42857142857142855,1.0,0.26666666666666666,8.79
0.0,0.0,0.6666666666666666,0.6,0.9333333333333333,0.7333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.0,0.5333333333333333,0.8,0.8666666666666667,0.38461538461538464,0.42857142857142855,0.21428571428571427,1.0,9.15
0.0,0.0,0.9333333333333333,0.6,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.8,0.2,0.0,0.4666666666666667,1.0,0.3333333333333333,0.5333333333333333,0.7692307692307693,0.7857142857142857,0.42857142857142855,0.8666666666666667,8.98
0.0,0.0,0.6666666666666666,0.8666666666666667,0.26666666666666666,0.2,0.13333333333333333,0.9333333333333333,0.06666666666666667,0.7333333333333333,0.0,0.4,0.8,1.0,0.6153846153846154,0.35714285714285715,0.5,0.6,9.63
0.0,0.0,1.0,0.4666666666666667,0.6666666666666666,0.8,0.5333333333333333,0.8666666666666667,0.3333333333333333,0.26666666666666666,0.9333333333333333,0.6,0.06666666666666667,0.0,0.15384615384615385,0.7857142857142857,0.21428571428571427,0.4,6.72
0.0,0.0,0.13333333333333333,0.9333333333333333,0.06666666666666667,0.3333333333333333,1.0,0.8666666666666667,0.6,0.8,0.4666666666666667,0.26666666666666666,0.6666666666666666,0.4,0.6153846153846154,0.0,0.21428571428571427,0.7333333333333333,8.44
0.0,0.0,0.4,0.7333333333333333,0.26666666666666666,1.0,0.6666666666666666,0.2,0.9333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.8,0.8666666666666667,0.6153846153846154,0.5,0.07142857142857142,0.6,10.5
0.0,0.0,0.6666666666666666,0.5333333333333333,0.9333333333333333,0.4,0.13333333333333333,0.06666666666666667,0.2,0.4666666666666667,0.0,0.3333333333333333,0.8,0.6,1.0,0.7857142857142857,0.2857142857142857,1.0,8.76
0.0,0.0,0.0,0.6,0.9333333333333333,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.6666666666666666,0.4666666666666667,0.26666666666666666,0.4,0.8,0.2,0.6153846153846154,0.9285714285714286,0.7857142857142857,1.0,8.85
0.09090909090909091,0.0,0.4666666666666667,0.6,0.8,0.3333333333333333,0.0,0.13333333333333333,0.4,0.26666666666666666,0.2,0.5333333333333333,0.7333333333333333,0.6666666666666666,1.0,0.07142857142857142,1.0,1.0,352.21
0.09090909090909091,0.0,0.7333333333333333,0.0,0.4,0.6,0.9333333333333333,0.8666666666666667,0.06666666666666667,0.4666666666666667,0.26666666666666666,0.6666666666666666,0.2,0.8,0.15384615384615385,0.5714285714285714,0.35714285714285715,1.0,248.18
0.09090909090909091,0.0,0.6,0.7333333333333333,0.8666666666666667,0.4,0.5333333333333333,0.06666666666666667,0.6666666666666666,0.2,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.0,0.9230769230769231,0.35714285714285715,1.0,1.0,149.01
0.09090909090909091,0.0,0.6,0.06666666666666667,0.4666666666666667,0.5333333333333333,0.0,0.8666666666666667,0.26666666666666666,0.4,0.3333333333333333,0.13333333333333333,1.0,0.8,0.23076923076923078,0.7857142857142857,0.7142857142857143,0.9333333333333333,231.52
0.09090909090909091,0.0,0.2,0.5333333333333333,0.26666666666666666,0.6666666666666666,0.6,1.0,0.4,0.13333333333333333,0.7333333333333333,0.4666666666666667,0.8,0.9333333333333333,0.38461538461538464,0.0,0.9285714285714286,0.06666666666666667,315.01
0.09090909090909091,0.0,0.0,0.06666666666666667,0.6666666666666666,0.6,0.9333333333333333,0.13333333333333333,0.8666666666666667,0.5333333333333333,0.4,0.4666666666666667,1.0,0.3333333333333333,0.23076923076923078,0.7857142857142857,0.8571428571428571,0.26666666666666666,489.47
0.09090909090909091,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.5333333333333333,0.7333333333333333,0.4,0.9333333333333333,0.2,0.26666666666666666,0.06666666666666667,0.8666666666666667,0.15384615384615385,0.5,0.6428571428571429,0.8,337.21
0.09090909090909091,0.0,0.0,0.2,0.8,0.4666666666666667,0.7333333333333333,0.5333333333333333,0.6666666666666666,0.13333333333333333,0.4,0.6,0.3333333333333333,1.0,0.07692307692307693,0.9285714285714286,0.2857142857142857,0.9333333333333333,288.63
0.09090909090909091,0.0,1.0,0.4666666666666667,0.6,0.3333333333333333,0.5333333333333333,0.2,0.8666666666666667,0.06666666666666667,0.13333333333333333,0.4,0.8,0.7333333333333333,0.3076923076923077,0.0,1.0,0.6666666666666666,166.65
0.09090909090909091,0.0,1.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.9333333333333333,0.2,0.4,0.6,0.7333333333333333,0.4666666666666667,0.6666666666666666,0.8,1.0,0.2857142857142857,0.5714285714285714,0.0,242.08
1.0,0.5,0.0,1.0,0.9333333333333333,0.26666666666666666,0.3333333333333333,0.2,0.8,0.7333333333333333,0.6666666666666666,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.46153846153846156,0.6428571428571429,0.9285714285714286,0.5333333333333333,4617.89
1.0,0.5,0.2,1.0,0.26666666666666666,0.6,0.0,0.5333333333333333,0.8,0.4,0.4666666666666667,0.3333333333333333,0.06666666666666667,0.8666666666666667,0.15384615384615385,0.7857142857142857,1.0,0.6666666666666666,4890.54
1.0,0.5,0.6,0.06666666666666667,0.5333333333333333,0.7333333333333333,1.0,0.6666666666666666,0.26666666666666666,0.4666666666666667,0.2,0.0,0.8,0.8666666666666667,0.38461538461538464,0.42857142857142855,1.0,0.13333333333333333,4723.13
1.0,0.5,0.5333333333333333,0.4,0.0,0.26666666666666666,1.0,0.6666666666666666,0.7333333333333333,0.8666666666666667,0.2,0.6,0.8,0.13333333333333333,0.07692307692307693,0.5,1.0,0.3333333333333333,4651.68
1.0,0.5,0.6,0.4666666666666667,0.8,0.6666666666666666,0.13333333333333333,0.26666666666666666,0.4,1.0,0.3333333333333333,0.2,0.0,0.8666666666666667,0.6153846153846154,0.07142857142857142,0.7857142857142857,0.9333333333333333,4729.11
1.0,0.5,0.6666666666666666,0.5333333333333333,0.26666666666666666,0.3333333333333333,0.0,0.2,0.9333333333333333,0.06666666666666667,0.4,0.6,0.13333333333333333,1.0,0.5384615384615384,0.8571428571428571,0.7857142857142857,0.8666666666666667,4439.47
1.0,0.5,0.2,0.8666666666666667,0.26666666666666666,0.9333333333333333,0.7333333333333333,0.6666666666666666,0.0,0.13333333333333333,0.06666666666666667,0.6,0.5333333333333333,0.4,0.38461538461538464,0.8571428571428571,0.5,1.0,4716.02
1.0,0.5,0.6,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.5333333333333333,0.8,1.0,0.8666666666666667,0.9333333333333333,0.7333333333333333,0.13333333333333333,0.6666666666666666,0.38461538461538464,0.21428571428571427,0.0,0.4,4757.56
1.0,0.5,0.5333333333333333,0.7333333333333333,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.8666666666666667,0.0,1.0,0.3333333333333333,0.6666666666666666,0.8,0.9333333333333333,0.46153846153846156,0.07142857142857142,0.21428571428571427,0.6,4622.46
1.0,0.5,0.9333333333333333,0.4,0.26666666666666666,0.7333333333333333,1.0,0.0,0.13333333333333333,0.6666666666666666,0.2,0.5333333333333333,0.3333333333333333,0.06666666666666667,0.6923076923076923,0.8571428571428571,0.5,0.8666666666666667,4792.01
0.0,0.5,0.13333333333333333,0.7333333333333333,0.26666666666666666,0.6666666666666666,0.9333333333333333,0.8,1.0,0.4666666666666667,0.2,0.06666666666666667,0.5333333333333333,0.6,0.0,0.42857142857142855,0.35714285714285715,0.8666666666666667,19.32
0.0,0.5,0.9333333333333333,0.6,0.26666666666666666,0.5333333333333333,1.0,0.6666666666666666,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.3333333333333333,0.8,0.8666666666666667,0.46153846153846156,0.7857142857142857,0.21428571428571427,0.0,18.21
0.0,0.5,0.6666666666666666,0.0,1.0,0.5333333333333333,0.9333333333333333,0.13333333333333333,0.4,0.4666666666666667,0.2,0.6,0.8,0.8666666666666667,0.07692307692307693,0.35714285714285715,0.7857142857142857,0.26666666666666666,18.91
0.0,0.5,1.0,0.9333333333333333,0.8666666666666667,0.7333333333333333,0.0,0.06666666666666667,0.4,0.6,0.4666666666666667,0.6666666666666666,0.8,0.3333333333333333,0.23076923076923078,0.2857142857142857,0.5714285714285714,0.13333333333333333,15.52
0.0,0.5,0.0,0.5333333333333333,0.2,0.9333333333333333,0.8,1.0,0.4,0.7333333333333333,0.26666666666666666,0.6,0.3333333333333333,0.06666666666666667,0.5384615384615384,0.9285714285714286,0.7142857142857143,0.13333333333333333,17.41
0.0,0.5,0.4666666666666667,1.0,0.7333333333333333,0.0,0.8,0.9333333333333333,0.4,0.6,0.13333333333333333,0.26666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.21428571428571427,0.5714285714285714,0.06666666666666667,17.32
0.0,0.5,0.9333333333333333,0.5333333333333333,0.4666666666666667,0.13333333333333333,0.3333333333333333,0.2,0.6666666666666666,0.8,0.0,0.6,0.7333333333333333,0.8666666666666667,0.46153846153846156,0.2857142857142857,0.07142857142857142,1.0,17.86
0.0,0.5,0.13333333333333333,0.8,0.6,0.9333333333333333,1.0,0.2,0.8666666666666667,0.4666666666666667,0.06666666666666667,0.6666666666666666,0.5333333333333333,0.7333333333333333,0.3076923076923077,0.35714285714285715,0.0,0.4,17.48
0.0,0.5,0.5333333333333333,0.06666666666666667,0.8,0.26666666666666666,0.0,0.8666666666666667,0.3333333333333333,0.2,0.4,0.4666666666666667,0.6666666666666666,0.9333333333333333,0.6923076923076923,0.7857142857142857,0.14285714285714285,1.0,18.44
0.0,0.5,0.13333333333333333,0.5333333333333333,0.26666666666666666,0.3333333333333333,0.8,0.06666666666666667,0.4,0.0,0.2,0.6,0.4666666666666667,0.8666666666666667,0.7692307692307693,0.7857142857142857,1.0,1.0,18.66
0.09090909090909091,0.5,0.0,0.8,0.7333333333333333,0.4,0.8666666666666667,0.9333333333333333,0.6,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.5333333333333333,0.6666666666666666,0.15384615384615385,0.5,0.9285714285714286,1.0,1050.92
0.09090909090909091,0.5,0.6666666666666666,1.0,0.4666666666666667,0.8666666666666667,0.3333333333333333,0.9333333333333333,0.06666666666666667,0.2,0.4,0.6,0.26666666666666666,0.7333333333333333,0.6153846153846154,0.8571428571428571,0.0,0.13333333333333333,1684.73
0.09090909090909091,0.5,0.6666666666666666,1.0,0.13333333333333333,0.3333333333333333,0.6,0.06666666666666667,0.9333333333333333,0.8,0.4,0.0,0.5333333333333333,0.8666666666666667,0.3076923076923077,0.7857142857142857,0.5,0.2,1269.16
0.09090909090909091,0.5,0.4,0.4666666666666667,0.2,0.9333333333333333,0.06666666666666667,0.26666666666666666,0.8,0.6666666666666666,0.5333333333333333,0.6,0.3333333333333333,0.7333333333333333,0.15384615384615385,0.9285714285714286,0.0,1.0,1360.98
0.09090909090909091,0.5,0.0,0.4666666666666667,0.26666666666666666,0.3333333333333333,0.8666666666666667,0.2,0.9333333333333333,0.06666666666666667,0.13333333333333333,0.6666666666666666,0.4,0.5333333333333333,0.6923076923076923,0.8571428571428571,0.7857142857142857,1.0,1051.48
0.09090909090909091,0.5,0.9333333333333333,0.06666666666666667,1.0,0.5333333333333333,0.0,0.8,0.2,0.13333333333333333,0.6,0.26666666666666666,0.3333333333333333,0.8666666666666667,0.5384615384615384,0.7857142857142857,0.42857142857142855,0.6666666666666666,705.81
0.09090909090909091,0.5,0.9333333333333333,0.5333333333333333,0.8,0.3333333333333333,0.6,0.2,1.0,0.06666666666666667,0.6666666666666666,0.0,0.4666666666666667,0.26666666666666666,0.46153846153846156,0.14285714285714285,0.9285714285714286,0.7333333333333333,932.57
0.09090909090909091,0.5,0.8,0.6666666666666666,0.2,0.0,0.06666666666666667,0.7333333333333333,0.4,0.3333333333333333,0.13333333333333333,0.6,0.5333333333333333,0.4666666666666667,0.3076923076923077,0.9285714285714286,1.0,1.0,1136.32
0.09090909090909091,0.5,0.6666666666666666,0.6,0.0,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.4,0.8,0.2,1.0,0.7333333333333333,0.5333333333333333,0.07692307692307693,0.9285714285714286,0.5,0.9333333333333333,1187.95
0.09090909090909091,0.5,0.6,0.13333333333333333,1.0,0.9333333333333333,0.7333333333333333,0.06666666666666667,0.4,0.4666666666666667,0.2,0.0,0.6666666666666666,0.26666666666666666,0.38461538461538464,0.8571428571428571,0.9285714285714286,0.5333333333333333,1202.65
1.0,1.0,0.6,0.5333333333333333,0.8,0.13333333333333333,0.7333333333333333,0.3333333333333333,1.0,0.8666666666666667,0.9333333333333333,0.6666666666666666,0.4666666666666667,0.2,0.07692307692307693,0.42857142857142855,0.0,0.26666666666666666,2778.34
1.0,1.0,0.6,0.4666666666666667,0.26666666666666666,0.3333333333333333,0.8666666666666667,0.8,0.9333333333333333,0.13333333333333333,0.2,0.06666666666666667,0.6666666666666666,0.4,0.6153846153846154,0.0,0.7857142857142857,1.0,2382.93
1.0,1.0,0.8,0.5333333333333333,0.9333333333333333,0.26666666666666666,0.6666666666666666,0.13333333333333333,0.7333333333333333,0.4666666666666667,1.0,0.2,0.6,0.8666666666666667,0.07692307692307693,0.0,0.35714285714285715,0.4,2363.77
1.0,1.0,1.0,0.4,0.5333333333333333,0.0,0.13333333333333333,0.9333333333333333,0.8666666666666667,0.8,0.4666666666666667,0.7333333333333333,0.3333333333333333,0.26666666666666666,0.7692307692307693,0.07142857142857142,0.6428571428571429,0.2,2117.02
1.0,1.0,0.6666666666666666,0.0,0.26666666666666666,0.3333333333333333,0.5333333333333333,0.06666666666666667,0.13333333333333333,0.9333333333333333,0.4666666666666667,0.2,0.8,0.4,0.6923076923076923,0.9285714285714286,0.7857142857142857,1.0,2470.59
1.0,1.0,0.4666666666666667,0.13333333333333333,0.9333333333333333,0.7333333333333333,0.3333333333333333,0.26666666666666666,0.4,0.0,0.2,0.6,0.8,0.6666666666666666,0.6153846153846154,0.07142857142857142,0.9285714285714286,1.0,2411.98
1.0,1.0,0.4,0.7333333333333333,0.13333333333333333,0.3333333333333333,0.8666666666666667,0.9333333333333333,1.0,0.5333333333333333,0.0,0.2,0.6666666666666666,0.4666666666666667,0.07692307692307693,0.6428571428571429,0.8571428571428571,0.26666666666666666,2459.77
1.0,1.0,0.6666666666666666,0.8666666666666667,0.6,0.4666666666666667,1.0,0.2,0.9333333333333333,0.8,0.5333333333333333,0.13333333333333333,0.26666666666666666,0.4,0.07692307692307693,0.35714285714285715,0.7857142857142857,0.0,2477.77
1.0,1.0,0.6666666666666666,0.6,0.0,0.4,0.8,0.7333333333333333,0.8666666666666667,0.9333333333333333,0.06666666666666667,1.0,0.2,0.3333333333333333,0.6153846153846154,0.5,0.2857142857142857,0.13333333333333333,2318.45
1.0,1.0,0.13333333333333333,0.2,0.8666666666666667,0.3333333333333333,0.26666666666666666,0.0,0.4,0.6666666666666666,0.9333333333333333,0.7333333333333333,0.06666666666666667,1.0,0.9230769230769231,0.5,0.5714285714285714,0.6,2568.36
0.0,1.0,0.7333333333333333,0.6,0.6666666666666666,0.26666666666666666,1.0,0.3333333333333333,0.5333333333333333,0.2,0.4,0.13333333333333333,0.8,0.8666666666666667,0.5384615384615384,0.0,1.0,0.06666666666666667,15.89
0.0,1.0,0.2,0.06666666666666667,0.8,0.7333333333333333,1.0,0.9333333333333333,0.5333333333333333,0.4,0.3333333333333333,0.4666666666666667,0.6666666666666666,0.8666666666666667,0.3076923076923077,0.14285714285714285,0.6428571428571429,0.0,15.34
0.0,1.0,0.4666666666666667,0.06666666666666667,0.4,1.0,0.0,0.8,0.6,0.8666666666666667,0.13333333333333333,0.7333333333333333,0.5333333333333333,0.2,0.7692307692307693,0.35714285714285715,0.2857142857142857,0.9333333333333333,16.35
0.0,1.0,0.9333333333333333,0.4,0.4666666666666667,0.7333333333333333,0.8,0.0,1.0,0.8666666666666667,0.26666666666666666,0.6,0.13333333333333333,0.6666666666666666,0.23076923076923078,0.35714285714285715,0.07142857142857142,0.5333333333333333,15.34
0.0,1.0,0.8666666666666667,0.9333333333333333,0.6666666666666666,0.13333333333333333,0.6,0.8,0.06666666666666667,1.0,0.5333333333333333,0.2,0.7333333333333333,0.4666666666666667,0.46153846153846156,0.0,0.35714285714285715,0.26666666666666666,15.19
0.0,1.0,1.0,0.4666666666666667,0.6666666666666666,0.7333333333333333,0.8666666666666667,0.5333333333333333,0.0,0.13333333333333333,0.3333333333333333,0.6,0.8,0.9333333333333333,0.07692307692307693,0.2857142857142857,0.42857142857142855,0.2,13.97
0.0,1.0,0.4666666666666667,0.9333333333333333,0.6,0.0,0.13333333333333333,0.8666666666666667,0.4,0.26666666666666666,0.6666666666666666,0.06666666666666667,0.8,0.5333333333333333,0.38461538461538464,0.7857142857142857,0.21428571428571427,1.0,16.21
0.0,1.0,0.5333333333333333,0.6,0.8,0.6666666666666666,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.4666666666666667,0.9333333333333333,1.0,0.7333333333333333,0.8666666666666667,0.46153846153846156,0.07142857142857142,0.21428571428571427,0.0,14.61
0.0,1.0,1.0,0.4,0.26666666666666666,0.8666666666666667,0.8,0.2,0.6666666666666666,0.4666666666666667,0.9333333333333333,0.7333333333333333,0.6,0.5333333333333333,0.38461538461538464,0.07142857142857142,0.0,0.13333333333333333,13.63
0.0,1.0,0.6666666666666666,0.7333333333333333,0.13333333333333333,0.2,0.3333333333333333,0.8666666666666667,1.0,0.4666666666666667,0.26666666666666666,0.5333333333333333,0.0,0.8,0.46153846153846156,0.07142857142857142,1.0,0.6,15.31
0.09090909090909091,1.0,1.0,0.8666666666666667,0.8,0.26666666666666666,0.13333333333333333,0.7333333333333333,0.06666666666666667,0.2,0.9333333333333333,0.4666666666666667,0.0,0.3333333333333333,0.6923076923076923,0.5714285714285714,0.42857142857142855,0.6666666666666666,804.29
0.09090909090909091,1.0,0.2,0.4666666666666667,0.6666666666666666,0.06666666666666667,0.8,0.0,0.4,0.9333333333333333,0.3333333333333333,0.5333333333333333,0.13333333333333333,0.8666666666666667,0.6923076923076923,0.7857142857142857,0.2857142857142857,1.0,933.29
0.09090909090909091,1.0,0.6,0.2,0.5333333333333333,0.3333333333333333,0.0,0.9333333333333333,0.4,1.0,0.7333333333333333,0.6666666666666666,0.8,0.26666666666666666,0.07692307692307693,0.5,0.9285714285714286,0.13333333333333333,632.39
0.09090909090909091,1.0,0.6,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.06666666666666667,0.4,0.4666666666666667,0.9333333333333333,0.6666666666666666,0.7333333333333333,0.8666666666666667,0.0,0.21428571428571427,0.8571428571428571,1.0,768.23
0.09090909090909091,1.0,0.6666666666666666,0.6,1.0,0.4,0.9333333333333333,0.8,0.13333333333333333,0.8666666666666667,0.5333333333333333,0.7333333333333333,0.2,0.3333333333333333,0.0,0.5,0.07142857142857142,0.26666666666666666,665.78
0.09090909090909091,1.0,0.4666666666666667,1.0,0.8666666666666667,0.6666666666666666,0.3333333333333333,0.7333333333333333,0.4,0.8,0.06666666666666667,0.2,0.0,0.26666666666666666,0.6153846153846154,0.6428571428571429,1.0,0.13333333333333333,846.18
0.09090909090909091,1.0,0.13333333333333333,0.5333333333333333,0.6,0.3333333333333333,0.8666666666666667,0.6666666666666666,0.4,0.06666666666666667,0.4666666666666667,0.2,0.8,0.7333333333333333,0.3076923076923077,1.0,0.0,1.0,705.44
0.09090909090909091,1.0,0.5333333333333333,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.7333333333333333,0.0,1.0,0.26666666666666666,0.8,0.8666666666666667,0.46153846153846156,0.6428571428571429,1.0,0.4666666666666667,663.29
0.09090909090909091,1.0,0.5333333333333333,0.8,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.0,0.7333333333333333,0.9333333333333333,1.0,0.2,0.6666666666666666,0.8666666666666667,0.38461538461538464,0.14285714285714285,0.6428571428571429,0.4,495.87
0.09090909090909091,1.0,0.4666666666666667,0.0,0.13333333333333333,0.8666666666666667,0.6,1.0,0.26666666666666666,0.9333333333333333,0.2,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.9230769230769231,0.42857142857142855,0.07142857142857142,0.7333333333333333,852.23
